Matches
14-08-2021 Wolfsburg 1 - 0 Bochum
21-08-2021 Bochum 2 - 0 Mainz
28-08-2021 FC Koln 2 - 1 Bochum
12-09-2021 Bochum 1 - 3 Hertha
18-09-2021 Bayern Munich 7 - 0 Bochum
26-09-2021 Bochum 0 - 0 Stuttgart
02-10-2021 RB Leipzig 3 - 0 Bochum
16-10-2021 Greuther Furth 0 - 1 Bochum
24-10-2021 Bochum 2 - 0 Ein Frankfurt
31-10-2021 M''gladbach 2 - 1 Bochum
06-11-2021 Bochum 2 - 0 Hoffenheim
20-11-2021 Leverkusen 1 - 0 Bochum
27-11-2021 Bochum 2 - 1 Freiburg
04-12-2021 Augsburg 2 - 3 Bochum
11-12-2021 Bochum 1 - 1 Dortmund
14-12-2021 Bielefeld 2 - 0 Bochum
18-12-2021 Bochum 0 - 1 Union Berlin
09-01-2022 Bochum 1 - 0 Wolfsburg
15-01-2022 Mainz 1 - 0 Bochum
22-01-2022 Bochum 2 - 2 FC Koln
04-02-2022 Hertha 1 - 1 Bochum
12-02-2022 Bochum 4 - 2 Bayern Munich
19-02-2022 Stuttgart 1 - 1 Bochum
27-02-2022 Bochum 0 - 1 RB Leipzig
05-03-2022 Bochum 2 - 1 Greuther Furth
13-03-2022 Ein Frankfurt 2 - 1 Bochum
14-08-2021 Dortmund 5 - 2 Ein Frankfurt
21-08-2021 Freiburg 2 - 1 Dortmund
27-08-2021 Dortmund 3 - 2 Hoffenheim
11-09-2021 Leverkusen 3 - 4 Dortmund
19-09-2021 Dortmund 4 - 2 Union Berlin
25-09-2021 M''gladbach 1 - 0 Dortmund
02-10-2021 Dortmund 2 - 1 Augsburg
16-10-2021 Dortmund 3 - 1 Mainz
23-10-2021 Bielefeld 1 - 3 Dortmund
30-10-2021 Dortmund 2 - 0 FC Koln
06-11-2021 RB Leipzig 2 - 1 Dortmund
20-11-2021 Dortmund 2 - 1 Stuttgart
27-11-2021 Wolfsburg 1 - 3 Dortmund
04-12-2021 Dortmund 2 - 3 Bayern Munich
11-12-2021 Bochum 1 - 1 Dortmund
15-12-2021 Dortmund 3 - 0 Greuther Furth
18-12-2021 Hertha 3 - 2 Dortmund
08-01-2022 Ein Frankfurt 2 - 3 Dortmund
14-01-2022 Dortmund 5 - 1 Freiburg
22-01-2022 Hoffenheim 2 - 3 Dortmund
06-02-2022 Dortmund 2 - 5 Leverkusen
13-02-2022 Union Berlin 0 - 3 Dortmund
20-02-2022 Dortmund 6 - 0 M''gladbach
27-02-2022 Augsburg 1 - 1 Dortmund
13-03-2022 Dortmund 1 - 0 Bielefeld
16-03-2022 Mainz 0 - 1 Dortmund
20-03-2022 FC Koln ? - ? Dortmund
14-08-2021 Dortmund 5 - 2 Ein Frankfurt
21-08-2021 Ein Frankfurt 0 - 0 Augsburg
28-08-2021 Bielefeld 1 - 1 Ein Frankfurt
12-09-2021 Ein Frankfurt 1 - 1 Stuttgart
19-09-2021 Wolfsburg 1 - 1 Ein Frankfurt
25-09-2021 Ein Frankfurt 1 - 1 FC Koln
03-10-2021 Bayern Munich 1 - 2 Ein Frankfurt
16-10-2021 Ein Frankfurt 1 - 2 Hertha
24-10-2021 Bochum 2 - 0 Ein Frankfurt
30-10-2021 Ein Frankfurt 1 - 1 RB Leipzig
07-11-2021 Greuther Furth 1 - 2 Ein Frankfurt
21-11-2021 Freiburg 0 - 2 Ein Frankfurt
28-11-2021 Ein Frankfurt 2 - 1 Union Berlin
04-12-2021 Hoffenheim 3 - 2 Ein Frankfurt
12-12-2021 Ein Frankfurt 5 - 2 Leverkusen
15-12-2021 M''gladbach 2 - 3 Ein Frankfurt
18-12-2021 Ein Frankfurt 1 - 0 Mainz
08-01-2022 Ein Frankfurt 2 - 3 Dortmund
16-01-2022 Augsburg 1 - 1 Ein Frankfurt
21-01-2022 Ein Frankfurt 0 - 2 Bielefeld
05-02-2022 Stuttgart 2 - 3 Ein Frankfurt
12-02-2022 Ein Frankfurt 0 - 2 Wolfsburg
19-02-2022 FC Koln 1 - 0 Ein Frankfurt
26-02-2022 Ein Frankfurt 0 - 1 Bayern Munich
05-03-2022 Hertha 1 - 4 Ein Frankfurt
13-03-2022 Ein Frankfurt 2 - 1 Bochum
20-03-2022 RB Leipzig ? - ? Ein Frankfurt
15-08-2021 FC Koln 3 - 1 Hertha
22-08-2021 Bayern Munich 3 - 2 FC Koln
28-08-2021 FC Koln 2 - 1 Bochum
11-09-2021 Freiburg 1 - 1 FC Koln
18-09-2021 FC Koln 1 - 1 RB Leipzig
25-09-2021 Ein Frankfurt 1 - 1 FC Koln
01-10-2021 FC Koln 3 - 1 Greuther Furth
15-10-2021 Hoffenheim 5 - 0 FC Koln
24-10-2021 FC Koln 2 - 2 Leverkusen
30-10-2021 Dortmund 2 - 0 FC Koln
07-11-2021 FC Koln 2 - 2 Union Berlin
21-11-2021 Mainz 1 - 1 FC Koln
27-11-2021 FC Koln 4 - 1 M''gladbach
04-12-2021 Bielefeld 1 - 1 FC Koln
10-12-2021 FC Koln 0 - 2 Augsburg
14-12-2021 Wolfsburg 2 - 3 FC Koln
19-12-2021 FC Koln 1 - 0 Stuttgart
09-01-2022 Hertha 1 - 3 FC Koln
15-01-2022 FC Koln 0 - 4 Bayern Munich
22-01-2022 Bochum 2 - 2 FC Koln
05-02-2022 FC Koln 1 - 0 Freiburg
11-02-2022 RB Leipzig 3 - 1 FC Koln
19-02-2022 FC Koln 1 - 0 Ein Frankfurt
26-02-2022 Greuther Furth 1 - 1 FC Koln
06-03-2022 FC Koln 0 - 1 Hoffenheim
13-03-2022 Leverkusen 0 - 1 FC Koln
20-03-2022 FC Koln ? - ? Dortmund
14-08-2021 Bielefeld 0 - 0 Freiburg
21-08-2021 Freiburg 2 - 1 Dortmund
28-08-2021 Stuttgart 2 - 3 Freiburg
11-09-2021 Freiburg 1 - 1 FC Koln
18-09-2021 Mainz 0 - 0 Freiburg
26-09-2021 Freiburg 3 - 0 Augsburg
02-10-2021 Hertha 1 - 2 Freiburg
16-10-2021 Freiburg 1 - 1 RB Leipzig
23-10-2021 Wolfsburg 0 - 2 Freiburg
30-10-2021 Freiburg 3 - 1 Greuther Furth
06-11-2021 Bayern Munich 2 - 1 Freiburg
21-11-2021 Freiburg 0 - 2 Ein Frankfurt
27-11-2021 Bochum 2 - 1 Freiburg
05-12-2021 M''gladbach 0 - 6 Freiburg
11-12-2021 Freiburg 1 - 2 Hoffenheim
15-12-2021 Union Berlin 0 - 0 Freiburg
19-12-2021 Freiburg 2 - 1 Leverkusen
08-01-2022 Freiburg 2 - 2 Bielefeld
14-01-2022 Dortmund 5 - 1 Freiburg
22-01-2022 Freiburg 2 - 0 Stuttgart
05-02-2022 FC Koln 1 - 0 Freiburg
12-02-2022 Freiburg 1 - 1 Mainz
19-02-2022 Augsburg 1 - 2 Freiburg
26-02-2022 Freiburg 3 - 0 Hertha
05-03-2022 RB Leipzig 1 - 1 Freiburg
12-03-2022 Freiburg 3 - 2 Wolfsburg
19-03-2022 Greuther Furth ? - ? Freiburg
14-08-2021 Stuttgart 5 - 1 Greuther Furth
21-08-2021 Greuther Furth 1 - 1 Bielefeld
28-08-2021 Mainz 3 - 0 Greuther Furth
11-09-2021 Greuther Furth 0 - 2 Wolfsburg
17-09-2021 Hertha 2 - 1 Greuther Furth
24-09-2021 Greuther Furth 1 - 3 Bayern Munich
01-10-2021 FC Koln 3 - 1 Greuther Furth
16-10-2021 Greuther Furth 0 - 1 Bochum
23-10-2021 RB Leipzig 4 - 1 Greuther Furth
30-10-2021 Freiburg 3 - 1 Greuther Furth
07-11-2021 Greuther Furth 1 - 2 Ein Frankfurt
20-11-2021 M''gladbach 4 - 0 Greuther Furth
27-11-2021 Greuther Furth 3 - 6 Hoffenheim
04-12-2021 Leverkusen 7 - 1 Greuther Furth
12-12-2021 Greuther Furth 1 - 0 Union Berlin
15-12-2021 Dortmund 3 - 0 Greuther Furth
18-12-2021 Greuther Furth 0 - 0 Augsburg
08-01-2022 Greuther Furth 0 - 0 Stuttgart
16-01-2022 Bielefeld 2 - 2 Greuther Furth
22-01-2022 Greuther Furth 2 - 1 Mainz
06-02-2022 Wolfsburg 4 - 1 Greuther Furth
12-02-2022 Greuther Furth 2 - 1 Hertha
20-02-2022 Bayern Munich 4 - 1 Greuther Furth
26-02-2022 Greuther Furth 1 - 1 FC Koln
05-03-2022 Bochum 2 - 1 Greuther Furth
13-03-2022 Greuther Furth 1 - 6 RB Leipzig
19-03-2022 Greuther Furth ? - ? Freiburg
15-08-2021 FC Koln 3 - 1 Hertha
21-08-2021 Hertha 1 - 2 Wolfsburg
28-08-2021 Bayern Munich 5 - 0 Hertha
12-09-2021 Bochum 1 - 3 Hertha
17-09-2021 Hertha 2 - 1 Greuther Furth
25-09-2021 RB Leipzig 6 - 0 Hertha
02-10-2021 Hertha 1 - 2 Freiburg
16-10-2021 Ein Frankfurt 1 - 2 Hertha
23-10-2021 Hertha 1 - 0 M''gladbach
29-10-2021 Hoffenheim 2 - 0 Hertha
07-11-2021 Hertha 1 - 1 Leverkusen
20-11-2021 Union Berlin 2 - 0 Hertha
27-11-2021 Hertha 1 - 1 Augsburg
05-12-2021 Stuttgart 2 - 2 Hertha
11-12-2021 Hertha 2 - 0 Bielefeld
14-12-2021 Mainz 4 - 0 Hertha
18-12-2021 Hertha 3 - 2 Dortmund
09-01-2022 Hertha 1 - 3 FC Koln
15-01-2022 Wolfsburg 0 - 0 Hertha
23-01-2022 Hertha 1 - 4 Bayern Munich
04-02-2022 Hertha 1 - 1 Bochum
12-02-2022 Greuther Furth 2 - 1 Hertha
20-02-2022 Hertha 1 - 6 RB Leipzig
26-02-2022 Freiburg 3 - 0 Hertha
05-03-2022 Hertha 1 - 4 Ein Frankfurt
12-03-2022 M''gladbach 2 - 0 Hertha
19-03-2022 Hertha ? - ? Hoffenheim
14-08-2021 Augsburg 0 - 4 Hoffenheim
22-08-2021 Hoffenheim 2 - 2 Union Berlin
27-08-2021 Dortmund 3 - 2 Hoffenheim
11-09-2021 Hoffenheim 0 - 2 Mainz
18-09-2021 Bielefeld 0 - 0 Hoffenheim
25-09-2021 Hoffenheim 3 - 1 Wolfsburg
02-10-2021 Stuttgart 3 - 1 Hoffenheim
15-10-2021 Hoffenheim 5 - 0 FC Koln
23-10-2021 Bayern Munich 4 - 0 Hoffenheim
29-10-2021 Hoffenheim 2 - 0 Hertha
06-11-2021 Bochum 2 - 0 Hoffenheim
20-11-2021 Hoffenheim 2 - 0 RB Leipzig
27-11-2021 Greuther Furth 3 - 6 Hoffenheim
04-12-2021 Hoffenheim 3 - 2 Ein Frankfurt
11-12-2021 Freiburg 1 - 2 Hoffenheim
15-12-2021 Leverkusen 2 - 2 Hoffenheim
18-12-2021 Hoffenheim 1 - 1 M''gladbach
08-01-2022 Hoffenheim 3 - 1 Augsburg
15-01-2022 Union Berlin 2 - 1 Hoffenheim
22-01-2022 Hoffenheim 2 - 3 Dortmund
05-02-2022 Mainz 2 - 0 Hoffenheim
13-02-2022 Hoffenheim 2 - 0 Bielefeld
19-02-2022 Wolfsburg 1 - 2 Hoffenheim
25-02-2022 Hoffenheim 2 - 1 Stuttgart
06-03-2022 FC Koln 0 - 1 Hoffenheim
12-03-2022 Hoffenheim 1 - 1 Bayern Munich
19-03-2022 Hertha ? - ? Hoffenheim
14-08-2021 Union Berlin 1 - 1 Leverkusen
21-08-2021 Leverkusen 4 - 0 M''gladbach
28-08-2021 Augsburg 1 - 4 Leverkusen
11-09-2021 Leverkusen 3 - 4 Dortmund
19-09-2021 Stuttgart 1 - 3 Leverkusen
25-09-2021 Leverkusen 1 - 0 Mainz
03-10-2021 Bielefeld 0 - 4 Leverkusen
17-10-2021 Leverkusen 1 - 5 Bayern Munich
24-10-2021 FC Koln 2 - 2 Leverkusen
30-10-2021 Leverkusen 0 - 2 Wolfsburg
07-11-2021 Hertha 1 - 1 Leverkusen
20-11-2021 Leverkusen 1 - 0 Bochum
28-11-2021 RB Leipzig 1 - 3 Leverkusen
04-12-2021 Leverkusen 7 - 1 Greuther Furth
12-12-2021 Ein Frankfurt 5 - 2 Leverkusen
15-12-2021 Leverkusen 2 - 2 Hoffenheim
19-12-2021 Freiburg 2 - 1 Leverkusen
08-01-2022 Leverkusen 2 - 2 Union Berlin
15-01-2022 M''gladbach 1 - 2 Leverkusen
22-01-2022 Leverkusen 5 - 1 Augsburg
06-02-2022 Dortmund 2 - 5 Leverkusen
12-02-2022 Leverkusen 4 - 2 Stuttgart
18-02-2022 Mainz 3 - 2 Leverkusen
26-02-2022 Leverkusen 3 - 0 Bielefeld
05-03-2022 Bayern Munich 1 - 1 Leverkusen
13-03-2022 Leverkusen 0 - 1 FC Koln
20-03-2022 Wolfsburg ? - ? Leverkusen
13-08-2021 M''gladbach 1 - 1 Bayern Munich
21-08-2021 Leverkusen 4 - 0 M''gladbach
29-08-2021 Union Berlin 2 - 1 M''gladbach
12-09-2021 M''gladbach 3 - 1 Bielefeld
18-09-2021 Augsburg 1 - 0 M''gladbach
25-09-2021 M''gladbach 1 - 0 Dortmund
02-10-2021 Wolfsburg 1 - 3 M''gladbach
16-10-2021 M''gladbach 1 - 1 Stuttgart
23-10-2021 Hertha 1 - 0 M''gladbach
31-10-2021 M''gladbach 2 - 1 Bochum
05-11-2021 Mainz 1 - 1 M''gladbach
20-11-2021 M''gladbach 4 - 0 Greuther Furth
27-11-2021 FC Koln 4 - 1 M''gladbach
05-12-2021 M''gladbach 0 - 6 Freiburg
11-12-2021 RB Leipzig 4 - 1 M''gladbach
15-12-2021 M''gladbach 2 - 3 Ein Frankfurt
18-12-2021 Hoffenheim 1 - 1 M''gladbach
07-01-2022 Bayern Munich 1 - 2 M''gladbach
15-01-2022 M''gladbach 1 - 2 Leverkusen
22-01-2022 M''gladbach 1 - 2 Union Berlin
05-02-2022 Bielefeld 1 - 1 M''gladbach
12-02-2022 M''gladbach 3 - 2 Augsburg
20-02-2022 Dortmund 6 - 0 M''gladbach
26-02-2022 M''gladbach 2 - 2 Wolfsburg
05-03-2022 Stuttgart 3 - 2 M''gladbach
12-03-2022 M''gladbach 2 - 0 Hertha
15-08-2021 Mainz 1 - 0 RB Leipzig
21-08-2021 Bochum 2 - 0 Mainz
28-08-2021 Mainz 3 - 0 Greuther Furth
11-09-2021 Hoffenheim 0 - 2 Mainz
18-09-2021 Mainz 0 - 0 Freiburg
25-09-2021 Leverkusen 1 - 0 Mainz
03-10-2021 Mainz 1 - 2 Union Berlin
16-10-2021 Dortmund 3 - 1 Mainz
22-10-2021 Mainz 4 - 1 Augsburg
30-10-2021 Bielefeld 1 - 2 Mainz
05-11-2021 Mainz 1 - 1 M''gladbach
21-11-2021 Mainz 1 - 1 FC Koln
26-11-2021 Stuttgart 2 - 1 Mainz
04-12-2021 Mainz 3 - 0 Wolfsburg
11-12-2021 Bayern Munich 2 - 1 Mainz
14-12-2021 Mainz 4 - 0 Hertha
18-12-2021 Ein Frankfurt 1 - 0 Mainz
08-01-2022 RB Leipzig 4 - 1 Mainz
15-01-2022 Mainz 1 - 0 Bochum
22-01-2022 Greuther Furth 2 - 1 Mainz
05-02-2022 Mainz 2 - 0 Hoffenheim
12-02-2022 Freiburg 1 - 1 Mainz
18-02-2022 Mainz 3 - 2 Leverkusen
26-02-2022 Union Berlin 3 - 1 Mainz
16-03-2022 Mainz 0 - 1 Dortmund
19-03-2022 Mainz ? - ? Bielefeld
15-08-2021 Mainz 1 - 0 RB Leipzig
20-08-2021 RB Leipzig 4 - 0 Stuttgart
29-08-2021 Wolfsburg 1 - 0 RB Leipzig
11-09-2021 RB Leipzig 1 - 4 Bayern Munich
18-09-2021 FC Koln 1 - 1 RB Leipzig
25-09-2021 RB Leipzig 6 - 0 Hertha
02-10-2021 RB Leipzig 3 - 0 Bochum
16-10-2021 Freiburg 1 - 1 RB Leipzig
23-10-2021 RB Leipzig 4 - 1 Greuther Furth
30-10-2021 Ein Frankfurt 1 - 1 RB Leipzig
06-11-2021 RB Leipzig 2 - 1 Dortmund
20-11-2021 Hoffenheim 2 - 0 RB Leipzig
28-11-2021 RB Leipzig 1 - 3 Leverkusen
03-12-2021 Union Berlin 2 - 1 RB Leipzig
11-12-2021 RB Leipzig 4 - 1 M''gladbach
15-12-2021 Augsburg 1 - 1 RB Leipzig
18-12-2021 RB Leipzig 0 - 2 Bielefeld
08-01-2022 RB Leipzig 4 - 1 Mainz
15-01-2022 Stuttgart 0 - 2 RB Leipzig
23-01-2022 RB Leipzig 2 - 0 Wolfsburg
05-02-2022 Bayern Munich 3 - 2 RB Leipzig
11-02-2022 RB Leipzig 3 - 1 FC Koln
20-02-2022 Hertha 1 - 6 RB Leipzig
27-02-2022 Bochum 0 - 1 RB Leipzig
05-03-2022 RB Leipzig 1 - 1 Freiburg
13-03-2022 Greuther Furth 1 - 6 RB Leipzig
20-03-2022 RB Leipzig ? - ? Ein Frankfurt
14-08-2021 Stuttgart 5 - 1 Greuther Furth
20-08-2021 RB Leipzig 4 - 0 Stuttgart
28-08-2021 Stuttgart 2 - 3 Freiburg
12-09-2021 Ein Frankfurt 1 - 1 Stuttgart
19-09-2021 Stuttgart 1 - 3 Leverkusen
26-09-2021 Bochum 0 - 0 Stuttgart
02-10-2021 Stuttgart 3 - 1 Hoffenheim
16-10-2021 M''gladbach 1 - 1 Stuttgart
24-10-2021 Stuttgart 1 - 1 Union Berlin
31-10-2021 Augsburg 4 - 1 Stuttgart
06-11-2021 Stuttgart 0 - 1 Bielefeld
20-11-2021 Dortmund 2 - 1 Stuttgart
26-11-2021 Stuttgart 2 - 1 Mainz
05-12-2021 Stuttgart 2 - 2 Hertha
11-12-2021 Wolfsburg 0 - 2 Stuttgart
14-12-2021 Stuttgart 0 - 5 Bayern Munich
19-12-2021 FC Koln 1 - 0 Stuttgart
08-01-2022 Greuther Furth 0 - 0 Stuttgart
15-01-2022 Stuttgart 0 - 2 RB Leipzig
22-01-2022 Freiburg 2 - 0 Stuttgart
05-02-2022 Stuttgart 2 - 3 Ein Frankfurt
12-02-2022 Leverkusen 4 - 2 Stuttgart
19-02-2022 Stuttgart 1 - 1 Bochum
25-02-2022 Hoffenheim 2 - 1 Stuttgart
05-03-2022 Stuttgart 3 - 2 M''gladbach
12-03-2022 Union Berlin 1 - 1 Stuttgart
19-03-2022 Stuttgart ? - ? Augsburg
14-08-2021 Union Berlin 1 - 1 Leverkusen
22-08-2021 Hoffenheim 2 - 2 Union Berlin
29-08-2021 Union Berlin 2 - 1 M''gladbach
11-09-2021 Union Berlin 0 - 0 Augsburg
19-09-2021 Dortmund 4 - 2 Union Berlin
25-09-2021 Union Berlin 1 - 0 Bielefeld
03-10-2021 Mainz 1 - 2 Union Berlin
16-10-2021 Union Berlin 2 - 0 Wolfsburg
24-10-2021 Stuttgart 1 - 1 Union Berlin
30-10-2021 Union Berlin 2 - 5 Bayern Munich
07-11-2021 FC Koln 2 - 2 Union Berlin
20-11-2021 Union Berlin 2 - 0 Hertha
28-11-2021 Ein Frankfurt 2 - 1 Union Berlin
03-12-2021 Union Berlin 2 - 1 RB Leipzig
12-12-2021 Greuther Furth 1 - 0 Union Berlin
15-12-2021 Union Berlin 0 - 0 Freiburg
18-12-2021 Bochum 0 - 1 Union Berlin
08-01-2022 Leverkusen 2 - 2 Union Berlin
15-01-2022 Union Berlin 2 - 1 Hoffenheim
22-01-2022 M''gladbach 1 - 2 Union Berlin
05-02-2022 Augsburg 2 - 0 Union Berlin
13-02-2022 Union Berlin 0 - 3 Dortmund
19-02-2022 Bielefeld 1 - 0 Union Berlin
26-02-2022 Union Berlin 3 - 1 Mainz
05-03-2022 Wolfsburg 1 - 0 Union Berlin
12-03-2022 Union Berlin 1 - 1 Stuttgart
19-03-2022 Bayern Munich ? - ? Union Berlin
14-08-2021 Wolfsburg 1 - 0 Bochum
21-08-2021 Hertha 1 - 2 Wolfsburg
29-08-2021 Wolfsburg 1 - 0 RB Leipzig
11-09-2021 Greuther Furth 0 - 2 Wolfsburg
19-09-2021 Wolfsburg 1 - 1 Ein Frankfurt
25-09-2021 Hoffenheim 3 - 1 Wolfsburg
02-10-2021 Wolfsburg 1 - 3 M''gladbach
16-10-2021 Union Berlin 2 - 0 Wolfsburg
23-10-2021 Wolfsburg 0 - 2 Freiburg
30-10-2021 Leverkusen 0 - 2 Wolfsburg
06-11-2021 Wolfsburg 1 - 0 Augsburg
20-11-2021 Bielefeld 2 - 2 Wolfsburg
27-11-2021 Wolfsburg 1 - 3 Dortmund
04-12-2021 Mainz 3 - 0 Wolfsburg
11-12-2021 Wolfsburg 0 - 2 Stuttgart
14-12-2021 Wolfsburg 2 - 3 FC Koln
17-12-2021 Bayern Munich 4 - 0 Wolfsburg
09-01-2022 Bochum 1 - 0 Wolfsburg
15-01-2022 Wolfsburg 0 - 0 Hertha
23-01-2022 RB Leipzig 2 - 0 Wolfsburg
06-02-2022 Wolfsburg 4 - 1 Greuther Furth
12-02-2022 Ein Frankfurt 0 - 2 Wolfsburg
19-02-2022 Wolfsburg 1 - 2 Hoffenheim
26-02-2022 M''gladbach 2 - 2 Wolfsburg
05-03-2022 Wolfsburg 1 - 0 Union Berlin
12-03-2022 Freiburg 3 - 2 Wolfsburg
20-03-2022 Wolfsburg ? - ? Leverkusen
